Manufacturer,Model Name,Category,Screen Size,RAM,Storage,Operating System,Weight,Price,Screen Name,Resolution Product
HP,Probook 470,Notebook,17.3,8,256,Windows,2.63,9603360,Full HD,2073600
HP,ProBook 440,Notebook,14.0,4,256,Windows,1.64,8651916,Full HD,1049088
Acer,Aspire 3,Notebook,15.6,6,1,Windows,2.1,3636828,IPS Panel Full HD,1049088
MSI,GL72M 7RDX,Gaming,17.3,8,128,Windows,2.7,10597486,Full HD,2073600
HP,Probook 640,Notebook,14.0,8,256,Windows,1.95,10625940,Full HD,2073600
HP,EliteBook 850,Notebook,15.6,8,256,Windows,1.84,10928179,Full HD,2073600
HP,EliteBook 820,Ultrabook,12.5,8,256,Windows,1.26,11995308,Full HD,2073600
HP,ProBook 450,Notebook,15.6,4,500,Windows,2.04,6597864,Full HD,1049088
Toshiba,Tecra Z40-C-136,Ultrabook,14.0,8,256,Windows,1.47,15338700,IPS Panel Full HD,2073600
Dell,Latitude E5570,Notebook,15.6,8,256,Windows,2.09,9451751,Full HD,2073600
HP,ProBook 440,Notebook,14.0,8,256,Windows,1.64,8985455,Full HD,2073600
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,4,256,Windows,1.8,7531524,IPS Panel Full HD / Touchscreen,2073600
Vero,V142 (X5-Z8350/2GB/32GB/W10),Notebook,14.0,2,32,Windows,1.45,1874434,IPS Panel Full HD,1049088
Toshiba,Tecra A50-C-218,Notebook,15.6,16,256,Windows,2.4,12671100,IPS Panel Full HD,2073600
Lenovo,Thinkpad L560,Notebook,15.6,8,256,Windows,2.3,9333043,Full HD,2073600
HP,EliteBook 840,Notebook,14.0,4,500,Windows,1.54,8892000,Full HD,2073600
HP,EliteBook 850,Notebook,15.6,8,256,Windows,1.84,18702899,Full HD,2073600
HP,EliteBook 1040,Notebook,14.0,8,256,Windows,1.43,13062348,Full HD,2073600
MSI,GT72S Dominator,Gaming,17.3,16,256,Windows,3.78,13743831,IPS Panel Full HD,2073600
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,16,128,Windows,4.6,20362591,IPS Panel Full HD,2073600
Lenovo,ThinkPad X1,Notebook,14.0,16,256,Windows,1.1,23297040,IPS Panel,3686400
HP,Noteb Pav,Notebook,15.6,8,1,Windows,1.91,8705268,IPS Panel Full HD,2073600
Dell,Inspiron 5578,2 in 1 Convertible,15.6,8,256,Windows,2.3,9727848,IPS Panel Full HD / Touchscreen,2073600
HP,ProBook 450,Notebook,15.6,4,256,Windows,2.04,8705268,IPS Panel Full HD,1049088
Dell,XPS 13,Ultrabook,13.3,16,1,Windows,1.2,20042568,Quad HD+ / Touchscreen,5760000
HP,ProBook 650,Notebook,15.6,4,500,Windows,2.31,6270194,IPS Panel Full HD,1049088
Acer,Aspire ES1-523,Notebook,15.6,8,1,Windows,2.4,3992508,IPS Panel Full HD,1049088
Dell,Inspiron 7378,2 in 1 Convertible,13.3,12,256,Windows,1.6,11550708,IPS Panel Full HD / Touchscreen,2073600
MSI,GT62VR 6RD,Gaming,15.6,16,256,Windows,2.94,16174548,Full HD,2073600
HP,ProBook 450,Notebook,15.6,8,256,Windows,2.04,9514440,Full HD,2073600
Dell,Inspiron 3567,Notebook,15.6,4,1,Windows,2.25,4970628,Full HD,2073600
Dell,Inspiron 5567,Notebook,15.6,16,2,Windows,2.32,8802991,Full HD,2073600
MSI,GS63VR 6RF,Gaming,15.6,16,256,Windows,1.8,17152668,Full HD,2073600
Dell,XPS 13,Ultrabook,13.3,8,256,Windows,1.29,12964536,Full HD,2073600
Asus,ROG G701VO,Gaming,17.3,64,1,Windows,3.58,35345700,IPS Panel Full HD,2073600
Dell,Inspiron 5368,2 in 1 Convertible,13.3,8,256,Windows,1.62,7095905,Full HD / Touchscreen,2073600
Dell,Alienware 15,Gaming,15.6,16,256,Windows,3.21,11817468,4K Ultra HD,8294400
Dell,Latitude 3570,Notebook,15.6,4,500,Windows,2.06,4285766,4K Ultra HD,1049088
HP,ProBook 650,Notebook,15.6,4,500,Windows,2.31,10661508,Full HD,1049088
HP,EliteBook 820,Ultrabook,12.5,8,256,Windows,1.26,10661508,Full HD,2073600
HP,ProBook 430,Notebook,13.3,8,256,Windows,1.49,9692280,Full HD,2073600
Lenovo,ThinkPad Yoga,Ultrabook,12.5,8,256,Windows,1.3,15236353,IPS Panel Full HD / Touchscreen,2073600
Lenovo,IdeaPad 300-17ISK,Notebook,17.3,8,1,Windows,3.0,5859828,IPS Panel Full HD / Touchscreen,1440000
Lenovo,Ideapad 700-15ISK,Notebook,15.6,4,1,Windows,2.3,8687484,IPS Panel Full HD,2073600
MSI,GT72VR Dominator,Gaming,17.3,16,256,Windows,3.78,22221108,Full HD,2073600
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,15.6,4,500,Windows,2.1,4801680,IPS Panel Full HD,1049088
HP,Probook 650,Notebook,15.6,4,500,Windows,2.31,8358480,Full HD,2073600
Lenovo,Yoga 900S-12ISK,Ultrabook,12.5,8,512,Windows,0.99,12439908,IPS Panel Touchscreen,3686400
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,32,512,Windows,4.6,28810080,IPS Panel Full HD,2073600
Lenovo,Yoga Book,2 in 1 Convertible,10.1,4,64,Windows,0.69,5746633,IPS Panel Touchscreen,2304000
HP,Spectre x360,Ultrabook,13.3,16,512,Windows,1.3,18219708,IPS Panel 4K Ultra HD,8294400
Dell,Vostro 3568,Notebook,15.6,8,256,Windows,2.18,6669000,Full HD,2073600
HP,EliteBook 840,Notebook,14.0,4,500,Windows,1.54,9167563,Full HD,2073600
HP,ZBook 15u,Workstation,15.6,8,256,Windows,1.9,13293540,Full HD,2073600
Lenovo,ThinkPad T460,Notebook,14.0,8,1,Windows,1.7,10661508,Full HD,2073600
Acer,Aspire ES1-523,Notebook,15.6,4,500,Windows,2.4,3441204,IPS Panel Full HD,1049088
Asus,Rog GL702VM-GC354T,Gaming,17.3,8,256,Windows,2.7,14218308,IPS Panel Full HD,2073600
Dell,Inspiron 5370,Ultrabook,13.3,4,256,Windows,1.4,7276768,IPS Panel Full HD,2073600
HP,Elitebook 820,Netbook,12.5,4,128,Windows,2.4,14218308,Full HD,1049088
Acer,Aspire F5-573G,Notebook,15.6,8,256,Windows,2.4,7104708,Full HD,2073600
Dell,Inspiron 5567,Notebook,15.6,8,1,Windows,2.36,5680210,Full HD,2073600
MSI,GS70 Stealth,Gaming,17.3,8,256,Windows,2.6,14218308,Full HD,2073600
HP,250 G5,Notebook,15.6,4,1,Windows,1.96,4446000,Full HD,1049088
Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,Gaming,17.3,16,128,Windows,4.3,20442708,IPS Panel Full HD,2073600
Dell,Latitude E5270,Ultrabook,12.5,4,500,Windows,1.5,10093754,Full HD,1049088
Dell,Latitude E5270,Ultrabook,12.5,4,128,Windows,1.5,10376697,Full HD,1049088
HP,ZBook 17,Workstation,17.3,8,1,Windows,3.0,25777908,IPS Panel Full HD,2073600
Lenovo,Legion Y520-15IKBN,Gaming,15.6,16,512,Windows,2.4,10661508,Full HD,2073600
Dell,Latitude E5270,Ultrabook,12.5,8,256,Windows,1.5,12565285,Full HD,1049088
MSI,GE72 Apache,Gaming,17.3,8,128,Windows,2.9,13437501,Full HD,2073600
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,4,256,Windows,2.1,7709364,IPS Panel Full HD / Touchscreen,2073600
HP,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),Notebook,15.6,4,1,Windows,2.1,3539016,Full HD,2073600
Asus,Rog GL552VW-CN470T,Gaming,15.6,16,128,Windows,2.59,11906388,IPS Panel Full HD,2073600
HP,EliteBook 1030,Notebook,13.3,8,256,Windows,1.16,15107508,Quad HD+ / Touchscreen,5760000
Dell,Vostro 3559,Notebook,15.6,4,500,Windows,2.24,6839282,Full HD,1049088
Lenovo,V110-15ISK (i3-6006U/4GB/128GB/W10),Notebook,15.6,4,128,Windows,2.1,3814668,IPS Panel Full HD / Touchscreen,1049088
HP,Spectre Pro,Ultrabook,13.3,8,512,Windows,1.16,17508348,Full HD,2073600
Dell,XPS 13,Ultrabook,13.3,8,256,Windows,1.23,12262068,Full HD,2073600
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,16,256,Windows,4.6,24452911,IPS Panel Full HD,2073600
Razer,Blade Stealth,Ultrabook,12.5,8,256,Windows,1.25,9149868,Touchscreen / 4K Ultra HD,8294400
Toshiba,Portege X30-D-10K,Ultrabook,13.3,16,512,Windows,1.05,19793592,Full HD,2073600
Asus,Rog GL752VW-T4308T,Gaming,17.3,8,128,Windows,3.52,11670661,Full HD,2073600
Vero,V131 (X5-Z8350/4GB/32GB/FHD/W10),Notebook,13.3,4,32,Windows,1.35,1742832,Full HD,2073600
HP,Spectre Pro,Notebook,13.3,8,256,Windows,1.16,15027480,Full HD,2073600
HP,EliteBook 1040,Notebook,14.0,8,256,Windows,1.43,13453596,Full HD,2073600
Asus,VivoBook Max,Notebook,15.6,4,1,Windows,2.0,3868020,Full HD,1049088
Lenovo,ThinkPad Yoga,2 in 1 Convertible,14.0,8,256,Windows,1.8,14840748,IPS Panel Full HD / Touchscreen,2073600
Lenovo,Yoga Book,2 in 1 Convertible,10.1,4,64,Windows,0.69,4259268,IPS Panel Touchscreen,2304000
HP,EliteBook 820,Ultrabook,12.5,8,256,Windows,1.26,16850340,Full HD,1049088
HP,Omen -,Gaming,17.3,8,128,Windows,3.35,10039068,IPS Panel Full HD,2073600
HP,15-bs078cl (i7-7500U/8GB/2TB/W10),Notebook,15.6,8,2,Windows,2.04,5593068,IPS Panel Full HD,1049088
Lenovo,ThinkPad P40,2 in 1 Convertible,14.0,8,512,Windows,1.8,18231979,IPS Panel Full HD / Touchscreen,2073600
Asus,L403NA-GA013TS (N3350/4GB/32GB/W10),Notebook,14.0,4,32,Windows,1.5,2471976,Full HD,1049088
HP,250 G6,Ultrabook,15.6,8,256,Windows,1.84,6686784,Full HD,2073600
Acer,Aspire E5-576G,Notebook,15.6,4,1,Windows,2.23,5477472,Full HD,2073600
Lenovo,IdeaPad 500-15ISK,Notebook,15.6,16,1,Windows,2.5,9772308,Full HD,2073600
HP,ZBook 17,Workstation,17.3,8,256,Windows,3.0,35118065,IPS Panel Full HD,2073600
Dell,Inspiron 5567,Notebook,15.6,8,1,Windows,2.5,6971328,Full HD,1049088
MSI,GT72S Dominator,Gaming,17.3,16,256,Windows,3.78,21331908,Full HD,2073600
HP,EliteBook 850,Ultrabook,15.6,8,256,Windows,1.88,19310934,Full HD,2073600
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,16,512,Windows,2.8,21696480,IPS Panel Touchscreen,3686400
MSI,GP62M 7RDX,Gaming,15.6,8,128,Windows,2.4,10161778,Full HD,2073600
HP,Spectre Pro,2 in 1 Convertible,13.3,8,256,Windows,1.48,14485068,Full HD / Touchscreen,2073600
HP,ZBook 15,Workstation,15.6,8,256,Windows,2.59,19820268,IPS Panel Full HD,2073600
HP,Spectre Pro,2 in 1 Convertible,13.3,8,256,Windows,1.48,15996708,Touchscreen,3686400
HP,ZBook Studio,Workstation,15.6,8,256,Windows,2.0,16885908,Full HD,2073600
HP,EliteBook 820,Ultrabook,12.5,8,256,Windows,1.26,20424479,Full HD,2073600
Dell,Vostro 5568,Notebook,15.6,8,256,Windows,2.18,8980031,Full HD,2073600
HP,EliteBook 850,Notebook,15.6,8,256,Windows,1.88,14040468,Full HD,2073600
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,8,256,Windows,1.27,20798388,IPS Panel Touchscreen,3686400
HP,15-BA015wm (E2-7110/4GB/500GB/W10),Notebook,15.6,4,500,Windows,1.86,2640924,Full HD,1049088
Dell,Inspiron 7567,Gaming,15.6,8,1,Windows,2.62,10661508,Full HD,2073600
Dell,XPS 15,Notebook,15.6,8,256,Windows,2.04,20013047,IPS Panel Touchscreen / 4K Ultra HD,8294400
HP,15-bw002nv (A6-9220/4GB/256GB/Radeon,Notebook,15.6,4,256,Windows,1.91,4258290,Full HD,2073600
MSI,GP72M 7REX,Gaming,17.3,16,256,Windows,2.7,13273978,Full HD,2073600
Lenovo,ThinkPad T460s,Ultrabook,14.0,12,512,Windows,1.4,20442708,Full HD,2073600
Lenovo,B51-80 (i5-6200U/8GB/1008GB/Radeon,Notebook,15.6,8,1,Windows,2.5,7011253,Full HD,2073600
HP,Spectre Pro,2 in 1 Convertible,13.3,8,512,Windows,1.48,18148572,Touchscreen,3686400
Lenovo,ThinkPad T460,Ultrabook,14.0,8,256,Windows,1.7,13329108,Full HD,2073600
MSI,GS40 Phantom,Gaming,14.0,16,256,Windows,1.7,15729948,Full HD,2073600
HP,Pavilion 15-cb003nv,Gaming,15.6,8,1,Windows,2.62,7993908,IPS Panel Full HD,2073600
Lenovo,IdeaPad 310-15ISK,Notebook,15.6,8,1,Windows,2.2,4081428,Full HD,1049088
Dell,Inspiron 7567,Gaming,15.6,8,128,Windows,2.62,13320216,4K Ultra HD,8294400
Lenovo,ThinkPad T570,Notebook,15.6,8,256,Windows,1.95,12359880,IPS Panel Full HD,2073600
Lenovo,320-15ISK (i3-6006U/4GB/1TB/GeForce,Notebook,15.6,4,1,Windows,2.2,4161456,Full HD,2073600
HP,Stream 14-AX000nv,Notebook,14.0,2,32,Windows,1.44,2214108,IPS Panel Full HD,1049088
MSI,PL60 7RD,Gaming,15.6,8,1,Windows,2.2,7460388,IPS Panel Full HD,2073600
HP,250 G5,Notebook,15.6,8,256,Windows,1.96,6037668,Full HD,2073600
HP,ProBook 450,Notebook,15.6,16,512,Windows,2.1,10305828,Full HD,2073600
Asus,X553SA-XX021T (N3050/4GB/500GB/W10),Notebook,15.6,4,500,Windows,2.2,3281148,Full HD,1049088
Asus,UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10),Notebook,14.0,4,256,Windows,2.0,6837948,Full HD,2073600
Lenovo,B51-80 (i7-6500U/4GB/1008GB/FHD/W7),Notebook,15.6,4,1,Windows,2.32,7335900,Full HD,2073600
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,16,512,Windows,3.31,11604060,IPS Panel Full HD,2073600
MSI,GS60 Ghost,Gaming,15.6,16,128,Windows,1.91,19147766,Full HD,2073600
HP,ProBook 450,Notebook,15.6,4,500,Windows,2.07,5779800,Full HD,1049088
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,8,256,Windows,1.36,14556204,IPS Panel Touchscreen,3686400
Lenovo,IdeaPad 310-15IKB,Ultrabook,15.6,6,256,Windows,1.54,7389252,Full HD,2073600
Acer,Aspire 3,Notebook,15.6,4,500,Windows,2.1,2961036,Full HD,1049088
HP,Pavilion 15-BC000nv,Notebook,15.6,6,1,Windows,2.18,7104708,IPS Panel Full HD,2073600
Asus,Rog GL552VW-DM201T,Gaming,15.6,8,256,Windows,2.591,8082828,IPS Panel Full HD,2073600
Dell,Inspiron 5578,2 in 1 Convertible,15.6,16,512,Windows,2.09,10483668,Full HD / Touchscreen,2073600
Acer,Aspire E5-576G,Notebook,15.6,4,256,Windows,2.23,6144372,Full HD,2073600
Acer,Predator G9-793,Gaming,17.3,16,256,Windows,4.2,23110308,IPS Panel Full HD,2073600
Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,1,Windows,2.4,7282548,IPS Panel Full HD,2073600
HP,250 G6,Notebook,15.6,4,500,Windows,1.86,4312620,IPS Panel Full HD,1049088
Dell,Inspiron 7378,2 in 1 Convertible,13.3,8,256,Windows,1.6,10661508,IPS Panel Full HD / Touchscreen,2073600
HP,Pavilion Power,Notebook,15.6,12,128,Windows,2.21,11799684,IPS Panel Full HD,2073600
Asus,Rog G752VY-GC229T,Gaming,17.3,16,512,Windows,4.3,19117800,IPS Panel Full HD,2073600
MSI,GS73VR 7RF,Gaming,17.3,16,256,Windows,2.43,18218819,Full HD,2073600
Dell,Inspiron 5567,Notebook,15.6,4,128,Windows,2.3,4437108,IPS Panel Full HD / Touchscreen,1049088
Dell,Inspiron 5579,2 in 1 Convertible,15.6,16,512,Windows,2.0,11426220,Full HD / Touchscreen,2073600
Dell,XPS 13,Ultrabook,13.3,16,512,Windows,1.2,23830560,Quad HD+ / Touchscreen,5760000
Asus,FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,Gaming,15.6,8,1,Windows,2.2,10394748,Full HD,2073600
Dell,Inspiron 5567,Notebook,15.6,8,256,Windows,2.36,7904988,Full HD,2073600
HP,15-bs025nv (i5-7200U/8GB/256GB/W10),Notebook,15.6,8,256,Windows,1.91,5148468,IPS Panel Full HD,1049088
Lenovo,IdeaPad 320-15AST,Notebook,15.6,4,500,Windows,2.2,2658708,IPS Panel Full HD,1049088
Acer,Aspire E5-774G,Notebook,17.3,8,1,Windows,3.3,5593068,IPS Panel Full HD,1440000
Asus,Rog Strix,Gaming,15.6,16,256,Windows,2.2,21776508,Full HD,2073600
Asus,FX502VM-AS73 (i7-7700HQ/16GB/1TB,Notebook,15.6,16,128,Windows,2.2,15552108,Full HD,2073600
MSI,GS73VR Stealth,Gaming,17.3,16,256,Windows,2.43,17330419,IPS Panel Full HD,2073600
Dell,Inspiron 7579,2 in 1 Convertible,15.6,8,256,Windows,2.191,8883108,IPS Panel Full HD / Touchscreen,2073600
Asus,ROG Strix,Gaming,17.3,16,256,Windows,2.9,17330508,Full HD,2073600
Acer,E5 774G,Notebook,17.3,4,1,Windows,3.3,5317416,IPS Panel Full HD,1440000
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,8,128,Windows,2.6,11310624,IPS Panel Full HD,2073600
Acer,SP714-51 (i7-7Y75/8GB/256GB/FHD/W10),2 in 1 Convertible,14.0,8,256,Windows,1.2,10216908,IPS Panel Full HD / Touchscreen,2073600
Lenovo,Thinkpad T560,Notebook,15.6,8,256,Windows,2.3,13595868,IPS Panel Full HD,2073600
MSI,GP62MVR 6RF,Gaming,15.6,8,128,Windows,2.2,13125570,Full HD,2073600
HP,15-bw009nv (A12-9720P/6GB/1TB/Radeon,Notebook,15.6,6,1,Windows,2.1,4703868,Full HD,2073600
Dell,Latitude E7270,Ultrabook,12.5,8,256,Windows,1.26,15235286,Full HD / Touchscreen,2073600
Dell,Inspiron 5578,2 in 1 Convertible,15.0,4,500,Windows,2.08,4526028,Full HD / Touchscreen,2073600
Asus,X540SA-RBPDN09 (N3710/4GB/1TB/W10),Notebook,15.6,4,1,Windows,2.65,2747628,Full HD,1049088
Dell,XPS 13,Ultrabook,13.3,8,256,Windows,1.29,13133484,Quad HD+ / Touchscreen,5760000
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,16,128,Windows,2.6,9149868,IPS Panel Full HD / Touchscreen,2073600
MSI,GL62M 7RDX,Gaming,15.6,8,128,Windows,2.2,10216908,Full HD,2073600
Lenovo,ThinkPad Yoga,Netbook,12.5,16,512,Windows,1.3,14671800,IPS Panel Full HD / Touchscreen,2073600
Razer,Blade Pro,Gaming,14.0,16,1,Windows,1.95,31113108,Full HD,2073600
Dell,Inspiron 3567,Notebook,15.6,8,1,Windows,2.3,4170437,Touchscreen,1049088
MSI,GE72VR Apache,Gaming,17.3,16,256,Windows,2.7,14209416,Full HD,2073600
HP,15-bs023nv (i3-6006U/4GB/1TB/FHD/W10),Notebook,15.6,4,1,Windows,2.1,4250376,Full HD,2073600
HP,EliteBook 840,Ultrabook,14.0,8,256,Windows,1.54,19546305,Full HD,3686400
Dell,Vostro 3559,Notebook,15.6,4,500,Windows,2.24,6553404,Touchscreen,1049088
MSI,GL62 6QF,Gaming,15.6,8,128,Windows,2.3,10394748,Full HD,2073600
Lenovo,ThinkPad 13,Notebook,13.3,16,512,Windows,1.4,13329108,IPS Panel Full HD,2073600
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,6,256,Windows,2.2,5313592,Full HD,2073600
Asus,ZenBook UX310UA-WB71,Ultrabook,13.3,8,256,Windows,1.45,11381760,Full HD,2073600
Dell,Inspiron 7779,2 in 1 Convertible,17.3,16,512,Windows,2.77,15996708,Full HD / Touchscreen,2073600
HP,EliteBook 840,Notebook,14.0,4,256,Windows,1.54,9781111,Full HD,2073600
Asus,Rog GL553VE-FY052T,Gaming,15.6,16,256,Windows,2.5,14227200,IPS Panel Full HD,2073600
Dell,Latitude 5480,Notebook,14.0,4,500,Windows,1.6,7780500,Full HD / Touchscreen,1049088
Asus,Rog GL502VS,Gaming,15.6,16,256,Windows,2.34,20673900,IPS Panel Full HD,2073600
Dell,XPS 13,2 in 1 Convertible,13.3,8,256,Windows,1.24,16121196,Quad HD+ / Touchscreen,5760000
HP,255 G6,Notebook,15.6,4,500,Windows,1.86,3547908,Full HD,1049088
Lenovo,IdeaPad 310-15ISK,Notebook,15.6,6,128,Windows,2.4,5059548,Full HD,2073600
Lenovo,ThinkPad L460,Notebook,14.0,8,256,Windows,1.9,9532224,IPS Panel Full HD,2073600
Dell,Inspiron 3552,Notebook,15.6,4,500,Windows,2.2,3947959,Quad HD+ / Touchscreen,1049088
Asus,X541NA-GO020T (N3350/4GB/1TB/W10),Notebook,15.6,4,1,Windows,2.0,3014388,IPS Panel Full HD,1049088
Asus,Rog G752VT-GC073T,Gaming,17.3,16,128,Windows,4.0,16894800,IPS Panel Full HD,2073600
Dell,Vostro 3568,Notebook,15.6,4,500,Windows,2.29,4357080,Quad HD+ / Touchscreen,1049088
Lenovo,B51-80 (i7-6500U/8GB/1008GB/Radeon,Notebook,15.6,8,1,Windows,2.32,7958340,Full HD,2073600
MSI,GE62 Apache,Gaming,15.6,8,128,Windows,2.4,10928268,Full HD,2073600
Lenovo,Yoga 500-14IBD,2 in 1 Convertible,14.0,4,128,Windows,1.8,7407125,Full HD / Touchscreen,2073600
Asus,ZenBook UX305CA-UBM1,Ultrabook,13.3,8,512,Windows,1.2,6482268,IPS Panel Full HD,2073600
Dell,Inspiron 3567,Notebook,15.6,6,1,Windows,2.3,4081428,Quad HD+ / Touchscreen,1049088
Dell,Inspiron 3552,Notebook,15.6,2,500,Windows,2.2,3370068,Quad HD+ / Touchscreen,1049088
Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,8,1,Windows,2.6,7993908,IPS Panel Full HD,2073600
HP,Pavilion 15-AW003nv,Notebook,15.6,6,1,Windows,2.04,4890511,Full HD,2073600
HP,Stream 11-Y000na,Netbook,11.6,2,32,Windows,1.17,1858428,Full HD,1049088
Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Notebook,15.6,4,500,Windows,2.2,6405085,IPS Panel Full HD,1049088
Lenovo,Yoga 500-14ISK,2 in 1 Convertible,14.0,4,128,Windows,1.8,5673096,IPS Panel Full HD / Touchscreen,2073600
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,16,512,Windows,1.3,13329108,IPS Panel Quad HD+ / Touchscreen,5760000
Lenovo,IdeaPad 100S-14IBR,Notebook,14.0,2,64,Windows,1.5,2036268,IPS Panel Quad HD+ / Touchscreen,1049088
HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon,Notebook,15.6,6,1,Windows,2.19,6793488,Full HD,1049088
Asus,X553SA-XX031T (N3050/4GB/500GB/W10),Notebook,15.6,4,500,Windows,2.2,3281148,IPS Panel Full HD,1049088
